anime_ids	name	type	episodes	rating	members	Sci-Fi	Romance	Action	Seinen	Drama	Shounen	Comedy	Shoujo	Fantasy	Adventure
3	Bokusatsu Tenshi Dokuro-chan	OVA	4	6.85	117080	0	0	0	0	0	0	1	0	0	0
6207	Choujuu Kishin Dancougar	TV	38	6.85	1806	1	0	1	0	0	1	0	0	0	0
5183	Chousoku Spinner	TV	22	6.85	1888	0	0	0	0	0	1	0	0	0	0
5794	Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3 Pun Dai Shingeki	Movie	1	6.85	1001	0	0	0	0	0	1	1	0	0	0
3042	Di Gi Charat	TV	16	6.85	12227	1	0	0	0	0	0	1	0	1	0
5928	Dirty Pair Flash 2	OVA	5	6.85	1539	1	0	1	0	0	0	1	0	0	1
3221	DNA²	TV	12	6.85	23140	1	1	0	0	0	0	1	0	0	0
3378	eX-Driver the Movie	Movie	1	6.85	2791	1	0	1	0	0	1	1	0	0	1
2836	Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru Soushuuhen Special	Special	1	6.85	4587	0	0	0	0	0	0	1	0	0	0
3219	Hand Maid May	TV	10	6.85	17895	1	1	0	0	0	0	1	0	0	0
3969	Hand Maid May Special	Special	1	6.85	5984	1	1	0	0	0	0	1	0	0	0
5011	Itoshi no Muco	TV	25	6.86	4272	0	0	0	0	0	0	1	0	0	0
2793	Koi to Senkyo to Chocolate: Ikenai Hazuki-sensei	Special	1	6.85	3526	0	1	0	0	1	0	0	0	0	0
501	Kono Naka ni Hitori, Imouto ga Iru!	TV	12	6.85	92252	0	1	0	1	0	0	1	0	0	0
3887	Koutetsu Tenshi Kurumi Encore	OVA	4	6.85	4734	1	1	0	0	0	1	1	0	0	0
6127	Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen	Movie	1	6.85	272	0	0	0	0	0	0	1	0	0	1
7319	Massugu ni Ikou. 2nd Season	TV	5	6.85	904	0	1	0	0	0	0	1	0	0	0
6000	Myself ; Yourself Specials	Special	2	6.85	4128	0	1	0	0	1	0	0	0	0	0
5136	One Piece: Cry Heart	Special	3	6.85	3417	0	0	0	0	0	1	0	0	1	0
3702	Penguin Musume♥Heart	ONA	22	6.85	12195	0	0	0	0	0	0	1	0	0	0
6529	Ring ni Kakero 1: Nichibei Kessen-hen	TV	12	6.85	1037	0	0	1	0	0	1	0	0	0	0
4986	Sacred Seven: Shirogane no Tsubasa	Movie	1	6.85	3940	1	0	1	0	0	0	0	0	0	0
4867	Sakigake!! Otokojuku Movie	Movie	1	6.85	1060	0	0	1	0	0	1	1	0	0	0
2615	Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako!	Special	8	6.85	10284	0	0	0	0	0	0	1	0	1	0
7264	Shiawase Sou no Okojo-san	TV	51	6.85	1138	0	0	0	0	0	0	1	0	0	0
5956	Soratobu Yuureisen	Movie	1	6.85	2634	1	0	0	0	1	0	0	0	0	1
6014	Spider Riders: Yomigaeru Taiyou	TV	26	6.85	1889	0	0	1	0	0	0	0	0	0	1
5420	Toriko: Barbarian Ivy wo Hokaku Seyo!	Special	1	6.85	1628	0	0	1	0	0	1	1	0	0	1
5099	Transformers: Choujin Master Force	TV	47	6.85	1574	1	0	0	0	0	1	0	0	0	1
2575	Turn A Gundam II Movie: Moonlight Butterfly	Movie	1	6.85	2396	1	0	1	0	1	0	0	0	0	0
2629	Yuu☆Yuu☆Hakusho Picture Drama	Special	1	6.85	4697	0	0	1	0	0	1	1	0	0	0
2457	30-sai no Hoken Taiiku	TV	12	6.84	31253	0	1	0	1	0	0	0	0	0	0
937	Aiura	TV	12	6.84	43737	0	0	0	0	0	1	1	0	0	0
2150	Astarotte no Omocha! EX	OVA	1	6.83	20824	0	1	0	1	0	0	1	0	1	0
6516	Bakegyamon	TV	51	6.84	1466	0	0	1	0	0	1	0	0	0	0
7148	Candy Candy (Movie)	Movie	1	6.84	2110	0	0	0	0	1	0	0	1	0	0
630	Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu	Movie	1	6.84	51924	1	0	0	0	0	1	0	0	1	1
1764	Ginyuu Mokushiroku Meine Liebe Wieder	TV	13	6.84	4985	0	0	0	0	1	0	0	1	1	0
1017	Ichigo 100%	TV	12	6.84	67310	0	1	0	0	0	1	1	0	0	0
7313	Jikuu Boukenki Zentrix	TV	26	6.84	392	1	0	0	0	0	0	0	0	0	1
2922	Koufuku Graffiti	TV	12	6.84	46093	0	0	0	1	0	0	1	0	0	0
2154	Kyou no Asuka Show	ONA	20	6.84	15032	0	0	0	1	0	0	1	0	0	0
2425	Machine-Doll wa Kizutsukanai Specials	Special	6	6.84	16677	0	0	1	1	0	0	0	0	1	0
1101	Mayoi Neko Overrun! Specials	Special	6	6.84	11528	0	0	0	0	0	0	1	0	0	0
4936	Project BLUE Chikyuu SOS	TV	6	6.84	1892	1	0	0	0	0	1	1	0	0	1
2959	Shin Koihime†Musou OVA	OVA	1	6.84	5382	0	0	0	0	0	0	1	0	1	0
7279	Slow Step	OVA	5	6.84	1219	0	1	0	0	0	0	1	0	0	0
6240	Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken	Movie	1	6.84	1472	0	0	0	0	0	0	1	0	0	1
1756	Weiß Kreuz	TV	25	6.84	13039	0	0	1	0	1	1	0	0	0	0
2715	Working&#039;!! Announcement Specials	ONA	2	6.84	8973	0	0	0	0	0	0	1	0	0	0
4237	Azuki-chan	TV	117	6.83	1399	0	1	0	0	0	0	1	1	0	0
335	Bananya	TV	13	6.83	23724	0	0	0	0	0	0	1	0	0	0
3450	D.C. I&amp;II P.S.P. Re-Animated	OVA	1	6.83	4019	0	1	0	0	1	0	0	0	0	0
3048	Di Gi Charat Natsuyasumi Special	Special	4	6.83	1609	0	0	0	0	0	0	1	0	0	0
843	Eiyuu Densetsu: Sora no Kiseki The Animation	OVA	2	6.83	9730	0	0	1	0	0	0	0	0	1	1
1405	Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?	Movie	1	6.83	2058	0	0	1	0	0	0	1	1	1	0
6564	God Mazinger	TV	23	6.83	946	0	0	1	0	0	0	0	0	1	0
1020	Grenadier: Hohoemi no Senshi	TV	12	6.83	37919	0	0	1	0	0	1	1	0	0	1
6037	Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki	Special	1	6.83	285	0	0	0	0	0	0	0	0	0	1
1958	Ikkitousen: Shuugaku Toushi Keppuuroku	OVA	1	6.83	8993	0	0	1	0	0	0	0	0	0	0
6464	Inazuma Eleven Go Recap	Special	1	6.83	1697	0	0	0	0	0	1	0	0	0	0
826	Itsuka Tenma no Kuro Usagi	TV	12	6.83	73555	0	1	0	0	0	1	1	0	0	0
5962	Jack to Mame no Ki	Movie	1	6.83	640	0	0	0	0	0	0	0	0	1	0
5309	Majokko Tsukune-chan	OVA	6	6.83	1622	0	0	0	1	0	0	1	0	0	0
2903	Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi	OVA	1	6.83	9773	0	0	0	1	0	0	1	0	0	0
2975	Namiuchigiwa no Muromi-san OVA	OVA	1	6.83	5858	0	0	0	0	0	0	1	0	1	0
35	Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!	Special	1	6.83	52264	0	0	1	0	0	1	1	0	0	1
1932	Nobunagun	TV	13	6.83	43551	0	0	1	0	0	0	0	0	0	0
2458	Nyanpire The Animation	TV	12	6.83	19161	0	0	0	0	0	0	1	0	0	0
5610	Omishi Mahou Gekijou: Risky/Safety	TV	24	6.83	2230	0	0	0	0	0	0	1	1	0	0
6405	Oz no Mahoutsukai (1986)	TV	52	6.83	1039	0	0	0	0	0	0	0	0	1	1
2672	Phantom: Requiem for the Phantom Picture Drama	Special	12	6.83	4368	0	0	0	0	0	0	1	0	0	0
4325	Pucca	ONA	46	6.83	4211	0	1	0	0	0	0	1	0	0	0
3842	Ranma ½: 1994 Music Calendar	OVA	1	6.83	1730	0	0	0	0	0	0	1	0	0	0
1689	Re-Kan!	TV	13	6.83	37544	0	0	0	1	0	0	1	0	0	0
3506	Re:Zero kara Hajimeru Break Time	Special	11	6.83	17693	0	0	0	0	0	0	1	0	1	1
3921	Shinkon Gattai Godannar!!	TV	13	6.83	8688	1	1	0	0	0	0	1	0	0	0
5605	Tide-Line Blue Special	Special	1	6.83	1345	0	0	0	0	1	1	0	0	0	1
1368	Toriko 3D: Kaimaku Gourmet Adventure!!	Movie	1	6.83	4204	0	0	1	0	0	1	1	0	0	1
4729	Transformers Victory	TV	44	6.83	1418	1	0	0	0	0	1	0	0	0	1
1668	Ushinawareta Mirai wo Motomete	TV	12	6.83	47565	1	1	0	0	1	0	0	0	0	0
2380	Vampire Hunter	OVA	4	6.83	9826	0	0	1	0	1	0	0	0	1	1
2844	Witch Craft Works Specials	Special	6	6.83	4311	0	0	0	0	0	0	1	0	0	0
3237	Yama no Susume	TV	12	6.83	27487	0	0	0	0	0	0	1	0	0	1
5248	Ai Monogatari: 9 Love Stories	OVA	1	6.82	2060	0	1	0	0	1	0	0	0	0	0
1663	Akuma no Riddle	TV	12	6.82	127641	0	0	1	0	0	0	0	0	0	0
1046	Beet the Vandel Buster Excellion	TV	25	6.82	5198	0	0	0	0	0	1	0	0	1	1
2639	Black Jack ONA	ONA	12	6.82	1297	0	0	0	0	1	0	0	0	0	0
5991	Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!	Special	1	6.82	1213	0	0	1	0	0	1	1	0	0	0
4444	Dan Doh!!	TV	26	6.82	2351	0	0	0	0	0	1	0	0	0	1
3852	Dirty Pair Flash	OVA	6	6.82	4505	1	0	1	0	0	0	1	0	0	1
477	Fight Ippatsu! Juuden-chan!!	TV	12	6.82	20279	1	0	0	0	0	1	1	0	0	0
3172	Gad Guard	TV	26	6.82	8315	1	0	0	0	0	1	0	0	0	1
3906	Hanaukyou Maid-tai OVA	OVA	3	6.82	6586	0	1	0	0	0	0	1	0	0	0
3786	Hatsukoi Limited: Gentei Shoujo	Special	6	6.82	11716	0	0	0	0	0	1	1	0	0	0
5442	Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu	OVA	1	6.82	4637	0	0	0	0	0	0	1	1	1	0
3768	Hyakko OVA	OVA	1	6.82	8206	0	0	0	0	0	0	1	0	0	0
529	IS: Infinite Stratos 2	TV	12	6.82	146979	1	0	1	0	0	0	1	0	0	0
7331	Jigoku Sensei Nube (Movie)	Movie	1	6.82	1120	0	0	0	0	0	1	1	0	0	1
2866	Kaibutsu Oujo (OVA) Specials	Special	3	6.82	922	0	0	0	0	0	1	1	0	0	1
6168	Kaiketsu Jouki Tanteidan	TV	26	6.82	2128	0	0	1	0	0	0	0	0	0	0
6948	Karakuri Kiden: Hiwou Senki	TV	26	6.82	719	0	0	1	0	0	0	0	0	0	1
4454	Lupin III: Babylon no Ougon Densetsu	Movie	1	6.82	3251	0	0	1	0	0	1	1	0	0	1
1696	Mikagura Gakuen Kumikyoku	TV	12	6.82	47642	0	0	1	0	0	0	1	0	0	0
7333	Mobile Police Patlabor Reboot	Movie	1	6.82	2303	1	0	0	0	0	0	1	0	0	0
3915	Nurse Witch Komugi-chan Magikarte Z	OVA	2	6.82	3986	0	0	0	0	0	0	1	0	0	0
6046	Puka Puka Juju	Movie	1	6.82	3621	0	0	0	0	0	0	0	0	1	0
5689	Sasami: Mahou Shoujo Club	TV	13	6.82	4056	0	0	0	0	0	0	0	0	1	0
2753	Sayonara Zetsubou Sensei Special Omake	Special	1	6.82	3648	0	0	0	0	0	0	1	0	0	0
767	Seikon no Qwaser	TV	24	6.82	145592	0	0	1	1	0	0	0	0	0	0
3831	Teekyuu 7	TV	12	6.82	5990	0	0	0	0	0	1	1	0	0	0
6462	Tenkai Knights	TV	52	6.82	1249	1	0	1	0	0	1	1	0	0	1
3083	Tokyo Babylon	OVA	2	6.82	11730	0	0	1	0	0	0	0	0	0	0
4928	Ultra Maniac OVA	OVA	1	6.82	3979	0	1	0	0	0	0	1	0	0	0
2564	Yamato yo Towa ni	Movie	1	6.82	1148	1	0	1	0	1	0	0	0	0	1
6780	Yume Senshi Wingman	TV	47	6.82	918	0	1	1	0	0	0	1	0	0	0
5683	Ace wo Nerae! 2	OVA	13	6.81	890	0	0	0	0	1	0	0	1	0	0
3951	Amaenaide yo!!: Yasumanaide yo!!	Special	1	6.81	10549	0	1	0	0	0	0	1	0	0	0
4505	Aru Machi Kado no Monogatari	Movie	1	6.81	1724	0	1	0	0	1	0	0	0	0	0
492	Astarotte no Omocha!	TV	12	6.81	73064	0	1	0	1	0	0	1	0	1	0
2211	Azumanga Web Daioh	ONA	1	6.81	21904	0	0	0	0	0	0	1	0	0	0
1730	Bakuten Shoot Beyblade	TV	51	6.81	49467	1	0	1	0	0	1	1	0	0	1
2005	Berserk (2016)	TV	12	6.81	90817	0	1	1	1	1	0	0	0	1	1
3137	Brothers Conflict Special	Special	1	6.81	10451	0	1	0	0	0	0	0	1	0	0
4684	Candy Candy: Candy no Natsu Yasumi	Movie	1	6.81	1046	0	0	0	0	1	0	0	1	0	0
1736	Cross Fight B-Daman	TV	52	6.81	1921	0	0	0	0	0	0	0	0	0	1
5061	Cyborg 009 VS Devilman	OVA	3	6.81	3081	1	0	1	0	0	1	0	0	0	0
3049	Di Gi Charat Christmas Special	Special	1	6.81	2041	0	0	0	0	0	0	1	0	0	0
1510	Dragonaut: The Resonance	TV	25	6.81	45265	1	1	1	0	1	0	0	0	1	0
6476	Emblem Take 2	OVA	2	6.81	458	0	0	1	1	1	0	0	0	0	0
3099	Fumiko no Kokuhaku	ONA	1	6.81	13829	0	0	0	0	0	0	1	0	0	0
2255	Happy☆Lesson (TV)	TV	13	6.81	17109	0	1	0	0	1	0	1	0	0	0
2823	Hentai Ouji to Warawanai Neko.: Henneko BBS	Special	13	6.81	15586	0	0	0	0	0	0	1	0	0	0
1983	Ikkitousen: Extravaganza Epoch	OVA	2	6.81	4711	0	0	1	1	0	0	0	0	0	0
6465	Inazuma Eleven Go: TCG CM NG-shuu	Special	1	6.81	898	0	0	0	0	0	0	1	0	0	0
454	Kashimashi: Girl Meets Girl	TV	12	6.81	32198	0	1	0	0	1	0	1	0	0	0
1443	Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi	Special	1	6.8	14934	0	0	1	0	0	1	0	0	1	0
3799	Kitakubu Katsudou Kiroku	TV	12	6.81	29790	0	0	0	0	0	0	1	0	0	0
2863	Mahou Shoujo Lyrical Nanoha ViVid	TV	12	6.81	11952	0	0	1	0	0	0	0	0	0	1
2469	Mobile Suit Gundam ZZ	TV	47	6.81	17517	1	0	0	0	1	0	1	0	0	0
2678	Mokei Senshi Gunpla Builders Beginning G	Special	3	6.81	2995	1	0	1	0	0	1	0	0	0	0
4432	Monster Extra	Special	1	6.81	6004	0	0	0	1	1	0	0	0	0	0
3202	Muumin (1972)	TV	52	6.81	898	0	0	0	0	0	0	1	0	1	1
1065	Night Wizard	TV	13	6.81	27070	0	0	0	0	0	1	0	0	1	1
238	Nobunaga the Fool	TV	24	6.81	59815	1	0	1	0	0	0	0	0	0	0
2496	Ray The Animation	TV	13	6.81	7756	1	1	0	0	1	0	0	0	0	0
1411	Recorder to Randoseru Do♪	TV	13	6.81	29599	0	0	0	1	0	0	1	0	0	0
4686	Ribbon no Kishi	TV	52	6.81	1654	0	1	1	0	0	0	0	0	1	0
1858	Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen	Special	1	6.81	10141	0	0	1	0	0	0	1	0	1	0
4933	Sensei no Ojikan: Doki Doki School Hours	TV	13	6.81	5137	0	0	0	0	0	0	1	0	0	0
1421	Shingeki no Kyojin Picture Drama	Special	9	6.81	26363	0	0	0	0	0	0	1	0	0	0
1270	Spriggan	Movie	1	6.81	13256	1	0	0	0	0	1	0	0	0	1
890	Star Driver the Movie	Movie	1	6.81	7865	0	1	1	0	0	1	0	0	0	0
1478	Tekken: Blood Vengeance	Movie	1	6.81	12816	1	0	1	0	0	0	0	0	1	0
6668	Tenkuu Senki Shurato: Sousei e no Anto	OVA	6	6.81	916	0	0	1	0	0	1	0	0	1	0
6241	Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess	Movie	1	6.81	1201	0	0	0	0	0	0	1	0	0	1
4360	Transformers Micron Densetsu	TV	52	6.81	5095	1	0	1	0	0	1	0	0	0	0
4733	Wagaya no Oinari-sama. Specials	Special	12	6.81	2259	0	0	0	0	0	1	1	0	1	1
6117	Yoroiden Samurai Troopers Kikoutei Densetsu	OVA	4	6.81	1412	0	0	0	0	0	1	0	0	1	1
2743	Yuu☆Yuu☆Hakusho: Mu Mu Hakusho	OVA	4	6.81	3670	0	0	0	0	0	0	1	0	0	0
5273	3-gatsu no Lion meets Bump of Chicken	Music	1	6.8	2160	0	0	0	1	1	0	0	0	0	0
3850	Bannou Bunka Neko-Musume	OVA	6	6.8	6122	1	0	0	1	0	0	1	0	0	1
7003	Choujikuu Seiki Orguss	TV	35	6.8	2271	1	1	1	0	0	1	0	0	0	1
1189	DearS	TV	12	6.8	91037	1	1	0	0	0	0	1	0	0	0
3050	Di Gi Charat Tsuyu Specials	Special	2	6.8	963	0	0	0	0	0	0	1	0	0	0
6774	Doraemon: Ganbare! Gian!!	Movie	1	6.8	524	0	0	0	0	0	1	1	0	1	1
1049	Eyeshield 21: Maboroshi no Golden Bowl	Movie	1	6.8	5611	0	0	0	0	0	1	0	0	0	0
1908	Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!	OVA	1	6.8	22543	0	0	0	0	0	0	1	0	1	0
4259	Full Moon wo Sagashite: Kawaii Kawaii Daibouken	Special	1	6.8	7087	0	0	0	0	0	0	1	0	1	0
391	Gakuen Heaven	TV	13	6.8	34787	0	1	0	0	1	0	1	0	0	0
1503	Gift: Eternal Rainbow	TV	12	6.8	21979	0	1	0	0	1	0	1	0	0	0
2482	Gilgamesh	TV	26	6.8	25332	1	0	0	0	1	0	0	0	1	0
2149	God Eater Prologue	Special	1	6.8	19414	1	0	1	0	0	0	0	0	1	0
6813	Gregory Horror Show: The Last Train	TV	26	6.8	505	0	0	0	0	0	0	1	0	0	0
5594	Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko	OVA	3	6.8	2051	0	1	0	0	0	0	0	1	1	0
1681	Kanojo ga Flag wo Oraretara OVA	OVA	1	6.8	10264	0	1	0	0	0	0	1	0	0	0
3251	Kujira no Chouyaku	Movie	1	6.8	4670	0	0	0	0	1	0	0	0	1	0
4929	Lemon Angel Project	TV	13	6.8	5763	0	0	0	0	1	0	0	0	0	0
3392	Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu	ONA	14	6.8	8472	0	0	0	0	0	0	1	0	0	0
6032	Mahou no Princess Minky Momo: Yume wo Dakishimete	TV	62	6.8	783	0	0	0	0	0	0	0	1	0	0
862	Maken-Ki! OVA	OVA	2	6.8	24386	0	0	1	0	0	0	0	0	0	0
5210	Maze☆Bakunetsu Jikuu (TV)	TV	25	6.8	3690	0	0	0	0	0	1	1	0	1	1
7286	Meiken Jolie	TV	52	6.8	973	0	0	0	0	0	0	0	0	0	1
3651	Morita-san wa Mukuchi. 2	TV	13	6.8	8788	0	0	0	0	0	0	1	0	0	0
1942	Mushi-Uta	TV	12	6.8	11867	1	0	1	0	0	0	0	0	1	0
6627	Patalliro! Stardust Keikaku	Movie	1	6.8	373	0	1	0	0	0	0	1	1	0	1
1159	Prince of Tennis: Message in a Bottle	Special	1	6.8	813	0	0	0	0	0	1	1	0	0	0
1420	Recorder to Randoseru Mi☆	TV	12	6.8	12240	0	0	0	1	0	0	1	0	0	0
1460	Sakamoto desu ga? Special	Special	1	6.8	23745	0	0	0	1	0	0	1	0	0	0
4652	Shadow Skill	OVA	1	6.8	3164	0	0	0	0	1	1	0	0	1	1
6764	The☆Doraemons: Strange, Sweets, Strange?	Movie	1	6.8	432	0	0	0	0	0	0	0	0	1	0
4204	Tsukuyomi: Moon Phase Special	Special	1	6.8	8030	0	0	0	0	0	0	1	0	0	0
6542	Uchuu no Kishi Tekkaman Blade OVA: Burning Clock	OVA	1	6.8	1120	1	0	1	0	0	1	0	0	0	0
6276	Uchuu Senkan Yamato 2199: Tsuioku no Koukai	Special	1	6.8	950	1	0	1	0	1	0	0	0	0	0
3374	Ys: Tenkuu no Shinden - Adol Christine no Bouken	OVA	4	6.8	2982	0	0	0	0	1	0	0	0	1	1
991	Afro Samurai Pilot	Special	1	6.79	2923	0	0	1	1	0	0	0	0	0	0
4868	Ai Tenshi Densetsu Wedding Peach DX	OVA	4	6.79	3360	0	1	0	0	0	0	1	1	0	1
3478	Appleseed	OVA	1	6.79	16552	1	0	1	0	0	0	0	0	0	1
4882	Bakuto Sengen Daigander	TV	39	6.79	1174	1	0	0	0	0	1	0	0	0	1
6806	Bari Bari Densetsu (1987)	Movie	1	6.79	610	0	0	1	0	1	1	0	0	0	0
6329	Hashire! Shiroi Ookami	Movie	1	6.79	485	0	0	0	0	1	0	0	0	0	0
1811	Je T&#039;aime	OVA	1	6.79	3830	1	0	0	0	0	0	0	0	0	0
3136	Ketsuekigata-kun!	TV	12	6.79	6331	0	0	0	0	0	0	1	0	0	0
6959	Kimagure Orange☆Road: Shounen Jump Special	OVA	1	6.79	1942	0	1	0	0	1	1	0	0	0	0
5124	Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou	Movie	1	6.79	461	0	1	1	0	1	0	1	0	0	0
7211	Kiss Dum: Engage Planet	TV	26	6.79	6658	1	0	0	0	0	0	0	0	0	0
2718	Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon	OVA	1	6.79	1626	0	0	0	0	0	1	1	0	0	1
3031	Loveless Specials	Special	6	6.79	11846	0	1	0	0	0	0	1	0	1	0
6653	Lupin III (2015): Italian Game	Special	1	6.79	993	0	0	1	0	0	1	1	0	0	1
6005	Mahou no Princess Minky Momo	TV	63	6.79	2229	0	0	0	0	0	0	0	1	0	0
3890	Mamotte Shugogetten!	TV	22	6.79	4995	0	1	0	0	0	1	1	0	1	0
2894	Meiji Tokyo Renka Movie: Yumihari no Serenade	Movie	1	6.79	5745	0	1	0	0	0	0	0	1	1	0
1595	Mirai Nikki (TV): Ura Mirai Nikki	Special	10	6.79	32565	0	0	1	0	0	1	1	0	0	0
4320	Moero! Top Striker	TV	49	6.79	2072	0	0	1	0	0	1	0	0	0	0
174	Nagareboshi Lens	OVA	1	6.79	12437	0	1	0	0	0	0	0	1	0	0
2233	Nichijou: Tanken Nichijou no Machi	Special	14	6.79	10288	0	0	0	0	0	0	1	0	0	0
3608	Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!	Special	1	6.79	2935	0	0	1	0	0	0	1	0	1	1
2220	Pokemon: Pichu to Pikachu	Movie	1	6.79	22352	0	0	0	0	0	0	1	0	1	1
4294	Skull Man	TV	13	6.79	16361	0	0	1	0	0	0	0	0	0	0
4509	Soreyuke! Uchuu Senkan Yamamoto Yohko (1999)	TV	26	6.79	2430	1	0	1	0	0	0	0	0	0	1
6952	Super Robot Taisen OG The Animation	OVA	3	6.79	2653	1	0	0	0	0	1	0	0	0	0
3825	Teekyuu 6	TV	12	6.79	6897	0	0	0	0	0	1	1	0	0	0
4694	Tokimeki Memorial: Only Love Specials	Special	2	6.79	3502	0	0	0	0	0	0	1	0	0	0
1534	Absolute Duo	TV	12	6.78	168811	0	1	1	0	0	0	0	0	0	0
1154	Akame ga Kill! Theater	ONA	24	6.78	26852	0	0	0	0	0	0	1	0	0	0
3952	Amaenaide yo!! Katsu!!: Damasarenaide yo!!	Special	1	6.78	9474	0	1	0	0	0	0	1	0	0	0
1384	Bayonetta: Bloody Fate	Movie	1	6.78	19994	0	0	1	0	0	0	0	0	1	0
922	Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou	Special	7	6.78	34964	0	0	1	0	0	0	0	0	0	0
5696	D.C.S.S: Da Capo Second Season Omake	Special	7	6.78	4628	0	1	0	0	0	0	1	0	0	0
3045	Di Gi Charat: Hoshi no Tabi	Movie	1	6.78	1973	0	0	0	0	0	0	1	0	0	0
2886	Dog Days Recap	Special	1	6.78	2169	0	0	1	0	0	0	0	0	1	1
5941	Esper Mami	TV	119	6.78	612	0	0	0	0	0	0	1	0	0	0
4337	Five Star Stories	Movie	1	6.78	5343	1	0	1	0	1	0	0	0	1	0
6140	Fushigi no Umi no Nadia Specials	Special	10	6.78	1927	1	0	0	0	0	0	0	0	0	1
7024	GS Mikami: Gokuraku Daisakusen!!	Movie	1	6.78	1228	0	0	0	0	0	0	1	0	1	0
4288	Hamelin no Violin Hiki	TV	25	6.78	3654	0	0	0	0	1	0	0	0	1	1
6803	Happy☆Lesson: Hoka Hoka★Kanna to Futari Kiri	Special	1	6.78	2329	0	1	0	0	0	0	1	0	0	0
4192	Iketeru Futari	TV	16	6.78	11933	0	1	0	1	0	0	1	0	0	0
6086	Jungle Taitei (1989)	TV	52	6.78	1875	0	0	0	0	1	0	0	0	0	1
615	Juubee Ninpuuchou: Ryuuhougyoku-hen	TV	13	6.78	22860	0	0	0	0	0	1	0	0	0	1
6904	Kakutou Bijin Wulong	TV	25	6.78	3322	0	0	1	0	0	0	0	0	0	0
6455	Kamen Rider Den-O: Imagin Anime	OVA	10	6.78	699	0	0	1	0	0	0	1	0	0	1
6074	Kanamewo	ONA	1	6.79	3581	0	1	0	0	1	0	0	0	0	0
6608	Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken	Special	1	6.78	528	0	0	0	0	0	1	0	0	0	0
3386	Koharu Biyori	OVA	3	6.78	14560	1	0	0	0	0	0	1	0	0	0
5458	Kouchuu Ouja Mushiking: Mori no Tami no Densetsu	TV	52	6.78	1108	0	0	0	0	0	0	0	0	1	0
4217	Megane na Kanojo	OVA	4	6.78	10119	0	1	0	0	0	1	1	0	0	0
3664	Mezzo DSA	TV	13	6.78	11750	1	0	1	0	0	0	1	0	0	1
1523	Oniichan dakedo Ai Sae Areba Kankeinai yo ne!	TV	12	6.78	113166	0	1	0	0	0	0	1	0	0	0
5942	Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai	Special	1	6.78	3609	0	1	0	0	0	0	1	0	0	0
6180	Planetarium Uchuu Kyoudai: Itten no Hikari	Movie	1	6.79	2800	1	0	0	1	0	0	1	0	0	0
2281	Pokemon Best Wishes!	TV	84	6.78	33730	0	0	1	0	0	0	1	0	1	1
2283	Pokemon Best Wishes! Season 2	TV	24	6.78	19603	0	0	1	0	0	0	1	0	1	1
4401	Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai	Special	1	6.78	6671	0	0	0	0	0	0	0	0	1	1
2019	Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki	Special	1	6.78	6907	0	0	0	0	0	0	1	0	1	1
7384	Princess Princess Specials	Special	12	6.75	687	0	0	0	0	0	0	1	1	0	0
3244	Rokujouma no Shinryakusha!?	Special	1	6.78	3280	0	1	0	0	0	0	1	0	0	0
2161	Seirei Tsukai no Blade Dance Specials	Special	6	6.78	14392	0	0	1	0	0	0	0	0	1	0
4915	Tamala 2010: A Punk Cat in Space	Movie	1	6.78	3343	1	0	0	0	0	0	1	0	0	0
2303	True Tears Epilogue	Music	1	6.78	8053	0	1	0	0	1	0	0	0	0	0
4525	Wellber no Monogatari: Sisters of Wellber	TV	13	6.78	5605	0	0	1	0	1	0	1	0	1	1
3682	Ai Tenshi Densetsu Wedding Peach	TV	51	6.77	12536	0	1	0	0	0	0	1	1	0	1
